,OPEN,HIGH,LOW,CLOSE
2013-08-26 00:00:00.005,0.0,0.0,0.0,8.5
2013-08-27 00:00:00.005,0.0,0.0,0.0,8.5
2013-08-28 00:00:00.005,0.0,0.0,0.0,8.5
2013-08-29 00:00:00.005,0.0,0.0,0.0,8.5
2013-08-30 00:00:00.005,0.0,0.0,0.0,8.5
2013-09-02 00:00:00.005,0.0,0.0,0.0,8.5
2013-09-03 00:00:00.005,0.0,0.0,0.0,8.5
2013-09-04 00:00:00.005,0.0,0.0,0.0,8.5
2013-09-05 00:00:00.005,0.0,0.0,0.0,8.5
2013-09-06 00:00:00.005,0.0,0.0,0.0,8.5
2013-09-09 00:00:00.005,0.0,0.0,0.0,8.5
2013-09-10 00:00:00.005,0.0,0.0,0.0,8.5
2013-09-11 00:00:00.005,0.0,0.0,0.0,8.5
2013-09-12 00:00:00.005,0.0,0.0,0.0,8.5
2013-09-13 00:00:00.005,0.0,0.0,0.0,8.5
2013-09-16 00:00:00.005,0.0,0.0,0.0,8.5
2013-09-17 00:00:00.005,0.0,0.0,0.0,8.5
2013-09-18 00:00:00.005,0.0,0.0,0.0,8.5
2013-09-23 00:00:00.005,0.0,0.0,0.0,8.5
2013-09-24 00:00:00.005,0.0,0.0,0.0,8.5
2013-09-25 00:00:00.005,0.0,0.0,0.0,8.5
2013-09-26 00:00:00.005,0.0,0.0,0.0,8.5
2013-09-27 00:00:00.005,0.0,0.0,0.0,8.5
2013-09-30 00:00:00.005,0.0,0.0,0.0,8.5
2013-10-08 00:00:00.005,0.0,0.0,0.0,8.5
2013-10-09 00:00:00.005,0.0,0.0,0.0,8.5
2013-10-10 00:00:00.005,0.0,0.0,0.0,8.5
2013-10-11 00:00:00.005,0.0,0.0,0.0,8.5
2013-10-14 00:00:00.005,0.0,0.0,0.0,8.5
2013-10-15 00:00:00.005,0.0,0.0,0.0,8.5
2013-10-16 00:00:00.005,0.0,0.0,0.0,8.5
2013-10-17 00:00:00.005,0.0,0.0,0.0,8.5
2013-10-18 00:00:00.005,0.0,0.0,0.0,8.5
2013-10-21 00:00:00.005,0.0,0.0,0.0,8.5
2013-10-22 00:00:00.005,0.0,0.0,0.0,8.5
2013-10-23 00:00:00.005,0.0,0.0,0.0,8.5
2013-10-24 00:00:00.005,0.0,0.0,0.0,8.5
2013-10-25 00:00:00.005,0.0,0.0,0.0,8.5
2013-10-28 00:00:00.005,0.0,0.0,0.0,8.5
2013-10-29 00:00:00.005,0.0,0.0,0.0,8.5
2013-10-30 00:00:00.005,0.0,0.0,0.0,8.5
2013-10-31 00:00:00.005,0.0,0.0,0.0,8.5
2013-11-01 00:00:00.005,0.0,0.0,0.0,8.5
2013-11-04 00:00:00.005,0.0,0.0,0.0,8.5
2013-11-05 00:00:00.005,0.0,0.0,0.0,8.5
2013-11-06 00:00:00.005,0.0,0.0,0.0,8.5
2013-11-07 00:00:00.005,0.0,0.0,0.0,8.5
2013-11-08 00:00:00.005,0.0,0.0,0.0,8.5
2013-11-11 00:00:00.005,0.0,0.0,0.0,8.5
2013-11-12 00:00:00.005,0.0,0.0,0.0,8.5
2013-11-13 00:00:00.005,0.0,0.0,0.0,8.5
2013-11-14 00:00:00.005,0.0,0.0,0.0,8.5
2013-11-15 00:00:00.005,0.0,0.0,0.0,8.5
2013-11-18 00:00:00.005,0.0,0.0,0.0,8.5
2013-11-19 00:00:00.005,0.0,0.0,0.0,8.5
2013-11-20 00:00:00.005,0.0,0.0,0.0,8.5
2013-11-21 00:00:00.005,0.0,0.0,0.0,8.5
2013-11-22 00:00:00.005,0.0,0.0,0.0,8.5
2013-11-25 00:00:00.005,0.0,0.0,0.0,8.5
2013-11-26 00:00:00.005,0.0,0.0,0.0,8.5
2013-11-27 00:00:00.005,0.0,0.0,0.0,8.5
2013-11-28 00:00:00.005,0.0,0.0,0.0,8.5
2013-11-29 00:00:00.005,0.0,0.0,0.0,8.5
2013-12-02 00:00:00.005,0.0,0.0,0.0,8.5
2013-12-03 00:00:00.005,0.0,0.0,0.0,8.5
2013-12-04 00:00:00.005,0.0,0.0,0.0,8.5
2013-12-05 00:00:00.005,0.0,0.0,0.0,8.5
2013-12-06 00:00:00.005,0.0,0.0,0.0,8.5
2013-12-09 00:00:00.005,0.0,0.0,0.0,8.5
2013-12-10 00:00:00.005,0.0,0.0,0.0,8.5
2013-12-11 00:00:00.005,0.0,0.0,0.0,8.5
2013-12-12 00:00:00.005,0.0,0.0,0.0,8.5
2013-12-13 00:00:00.005,0.0,0.0,0.0,8.5
2013-12-16 00:00:00.005,0.0,0.0,0.0,8.5
2013-12-17 00:00:00.005,0.0,0.0,0.0,8.5
2013-12-18 00:00:00.005,0.0,0.0,0.0,8.5
2013-12-19 00:00:00.005,0.0,0.0,0.0,8.5
2013-12-20 00:00:00.005,0.0,0.0,0.0,8.5
2013-12-23 00:00:00.005,0.0,0.0,0.0,8.5
2013-12-24 00:00:00.005,0.0,0.0,0.0,8.5
2013-12-25 00:00:00.005,0.0,0.0,0.0,8.5
2013-12-26 00:00:00.005,0.0,0.0,0.0,8.5
2013-12-27 00:00:00.005,0.0,0.0,0.0,8.5
2013-12-30 00:00:00.005,0.0,0.0,0.0,8.5
2013-12-31 00:00:00.005,0.0,0.0,0.0,8.5
2014-01-02 00:00:00.005,0.0,0.0,0.0,8.5
2014-01-03 00:00:00.005,0.0,0.0,0.0,8.5
2014-01-06 00:00:00.005,0.0,0.0,0.0,8.5
2014-01-07 00:00:00.005,0.0,0.0,0.0,8.5
2014-01-08 00:00:00.005,0.0,0.0,0.0,8.5
2014-01-09 00:00:00.005,0.0,0.0,0.0,8.5
2014-01-10 00:00:00.005,0.0,0.0,0.0,8.5
2014-01-13 00:00:00.005,0.0,0.0,0.0,8.5
2014-01-14 00:00:00.005,0.0,0.0,0.0,8.5
2014-01-15 00:00:00.005,0.0,0.0,0.0,8.5
2014-01-16 00:00:00.005,0.0,0.0,0.0,8.5
2014-01-17 00:00:00.005,0.0,0.0,0.0,8.5
2014-01-20 00:00:00.005,0.0,0.0,0.0,8.5
2014-01-21 00:00:00.005,0.0,0.0,0.0,8.5
2014-01-22 00:00:00.005,0.0,0.0,0.0,8.5
2014-01-23 00:00:00.005,0.0,0.0,0.0,8.5
2014-01-24 00:00:00.005,0.0,0.0,0.0,8.5
2014-01-27 00:00:00.005,0.0,0.0,0.0,8.5
2014-01-28 00:00:00.005,0.0,0.0,0.0,8.5
2014-01-29 00:00:00.005,0.0,0.0,0.0,8.5
2014-01-30 00:00:00.005,0.0,0.0,0.0,8.5
2014-02-07 00:00:00.005,0.0,0.0,0.0,8.5
2014-02-10 00:00:00.005,0.0,0.0,0.0,8.5
2014-02-11 00:00:00.005,0.0,0.0,0.0,8.5
2014-02-12 00:00:00.005,0.0,0.0,0.0,8.5
2014-02-13 00:00:00.005,0.0,0.0,0.0,8.5
2014-02-14 00:00:00.005,0.0,0.0,0.0,8.5
2014-02-17 00:00:00.005,0.0,0.0,0.0,8.5
2014-02-18 00:00:00.005,0.0,0.0,0.0,8.5
2014-02-19 00:00:00.005,0.0,0.0,0.0,8.5
